종목코드,종목명,YMD,Y,M,Q,YM,YQ,재무제표구분코드,재무제표구분코드명,기업매출금액,기업영업이익,포괄손익계산금액,기업당기순이익,기업총자산금액,기업총부채금액,기업총자본금액,기업자본금액,재무제표부채비율
284740,쿠쿠홈시스,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,31044636388,6045702208,5097214418,3649278940,426220794296,63881122441,362339671855,2243733000,17.6301761587
284740,쿠쿠홈시스,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,418791761279,67523700410,47541607401,38179506612,512572790856,132840537779,379732253077,2243733000,34.9826849583
284740,쿠쿠홈시스,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,358138686421,55275727391,44265715175,35710288926,492812169358,102463186223,390348983135,2243733000,26.249123387
284740,쿠쿠홈시스,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,663713920904,120632414680,104749566588,79879069611,626581362085,168765448284,457815913801,2243733000,36.8631677485
284740,쿠쿠홈시스,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,467988950681,68862799863,54835042626,41933133094,557976653714,129493839745,428482813969,2243733000,30.2214780905
284740,쿠쿠홈시스,2020-12-31,2020,12,4,2020-12,2020-4,ifrs_ConsolidatedMember,연결요약재무제표,786635466440,135835951356,111936783145,86583493267,708121272872,172066718471,536054554401,2243733000,32.0987326865
284740,쿠쿠홈시스,2020-12-31,2020,12,4,2020-12,2020-4,ifrs_SeparateMember,별도요약재무제표,562838132117,115663225635,98813721478,76870357008,623793867149,122210171619,501583695530,2243733000,24.36486128
284740,쿠쿠홈시스,2021-12-31,2021,12,4,2021-12,2021-4,ifrs_ConsolidatedMember,연결요약재무제표,893242238382,178635561823,223424336709,169181833611,969414332798,269738601569,699675731229,2243733000,38.5519447838
284740,쿠쿠홈시스,2021-12-31,2021,12,4,2021-12,2021-4,ifrs_SeparateMember,별도요약재무제표,653201034061,95008394047,133612459801,100132575931,749374580132,160033363641,589341216491,2243733000,27.1546192873
009900,명신산업,2000-12-31,2000,12,4,2000-12,2000-4,110,요약연결재무제표,100180000000,1463000000,-474000000,-360000000,48817000000,41636000000,7181000000,3000000000,579.81
009900,명신산업,2000-12-31,2000,12,4,2000-12,2000-4,110,요약연결재무제표,100180,1463,-474,-360,48817,41636,7181,3000,579.81
009900,명신산업,2001-12-31,2001,12,4,2001-12,2001-4,110,요약연결재무제표,50264000000,-279000000,441000000,185000000,37104000000,29713000000,7391000000,3000000000,402.02
009900,명신산업,2001-12-31,2001,12,4,2001-12,2001-4,110,요약연결재무제표,50264,-279,441,185,37104,29713,7391,3000,402.02
009900,명신산업,2002-12-31,2002,12,4,2002-12,2002-4,110,요약연결재무제표,28809000000,461000000,79000000,-40000000,35973000000,28650000000,7323000000,3000000000,391.23
009900,명신산업,2002-12-31,2002,12,4,2002-12,2002-4,110,요약연결재무제표,28809,461,79,-40,35973,28650,7323,3000,391.23
009900,명신산업,2003-12-31,2003,12,4,2003-12,2003-4,110,요약연결재무제표,28891000000,1303000000,1061000000,647000000,33304000000,25334000000,7970000000,3000000000,317.87
009900,명신산업,2003-12-31,2003,12,4,2003-12,2003-4,110,요약연결재무제표,28891,1303,1061,647,33304,25334,7970,3000,317.87
009900,명신산업,2004-12-31,2004,12,4,2004-12,2004-4,110,요약연결재무제표,34115000000,3484000000,4021000000,2980000000,39743000000,28793000000,10950000000,3000000000,262.95
009900,명신산업,2004-12-31,2004,12,4,2004-12,2004-4,110,요약연결재무제표,34115,3484,4021,2980,39743,28793,10950,3000,262.95
298020,효성티앤씨,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,3359085918310,125052221516,48467643639,31498302811,3138844258698,2651942913700,486901344998,21638410000,544.6571345394
298020,효성티앤씨,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,2046592748642,50724788802,40936115267,31881471041,1349985211630,893733685930,456251525700,21638410000,195.8861802289
298020,효성티앤씨,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,5983144766137,322913486443,230078497687,122022892754,3224306571635,2641352828666,582953742969,21638410000,453.0981849801
298020,효성티앤씨,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,3739477556452,130322519975,50947677251,1962311058,1390922091349,946266108820,444655982529,21638410000,212.808585963
298020,효성티앤씨,2020-12-31,2020,12,4,2020-12,2020-4,ifrs_ConsolidatedMember,연결요약재무제표,5161616999627,266559583344,223554046452,168272055112,2824127677639,2108771877433,715355800206,21638410000,294.7864372982
298020,효성티앤씨,2020-12-31,2020,12,4,2020-12,2020-4,ifrs_SeparateMember,별도요약재무제표,3143280085567,83305166812,79551964441,62352266997,1235200665308,735787749126,499412916182,21638410000,147.3305405777
298020,효성티앤씨,2021-12-31,2021,12,4,2021-12,2021-4,ifrs_ConsolidatedMember,연결요약재무제표,8596030165373,1423650756975,1404227741475,1007902535415,4526469189093,2762872542817,1763596646276,21638410000,156.6612495352
298020,효성티앤씨,2021-12-31,2021,12,4,2021-12,2021-4,ifrs_SeparateMember,별도요약재무제표,4560798807184,324117168990,382683205192,275987685621,1613878766130,857974497634,755904268496,21638410000,113.5030629396
003520,영진약품,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,170203311314,5047839804,4550838504,3386324333,193695300687,93271467724,100423832963,88810000000,92.8778209037
003520,영진약품,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,193133853129,5454133545,5324177518,4202183115,199354384843,93186384222,106168000621,88810000000,87.7725714687
003520,영진약품,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,195008846804,3028980649,2788391912,1867719952,203846089159,84196374116,119649715043,91446365500,70.3690552758
003520,영진약품,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,186408689480,-2187346206,-6651542366,-6100940110,196114247752,84508420751,111605827001,91446365500,75.7204377422
003520,영진약품,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,220516292415,9982030781,9402335545,5029923813,200445669435,84694521338,115751148097,91446365500,73.1694870681
003520,영진약품,2020-12-31,2020,12,4,2020-12,2020-4,ifrs_SeparateMember,별도요약재무제표,208463639670,381453028,241266805,-133121317,188100729627,73668890394,114431839233,91446365500,64.3779658597
003520,영진약품,2021-12-31,2021,12,4,2021-12,2021-4,ifrs_SeparateMember,별도요약재무제표,196067241848,-13877505422,-14143612120,-11582456195,194095213047,89209750580,104885462467,91446365500,85.0544474722
000640,동아쏘시오홀딩스,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,704734520024,64359436576,94079091051,66614889420,1223518090100,620876555181,602641534919,0,103.0258485692
000640,동아쏘시오홀딩스,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,48855138335,-7333109555,31346319005,26425777859,618764562838,215493235675,403271327163,0,53.4362899517
000640,동아쏘시오홀딩스,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,726165504518,75998662176,197766560803,175690419000,1402215519614,526358096735,875857422879,0,60.0963219567
000640,동아쏘시오홀딩스,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,55252587455,-3625953481,-7002559257,4651491111,835960879804,225355508912,610605370892,0,36.9068992274
000640,동아쏘시오홀딩스,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,690264581707,53374417534,47135807764,32543386669,1459445277379,545196824602,914248452777,30691140000,59.6333330339
000640,동아쏘시오홀딩스,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,82666276579,29297389183,24340234387,22016499491,899262925533,262797931670,636464993863,30691140000,41.2902412865
000640,동아쏘시오홀딩스,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,707495924243,50548771797,-173121600339,-163889504757,1241932781639,506169780228,735763001411,30691470000,68.7952206427
000640,동아쏘시오홀딩스,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,71071216885,24006723603,-78836097926,-78884606682,796085201015,245892136599,550193064416,30691470000,44.6919731458
000640,동아쏘시오홀딩스,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,769685605087,52823155830,38683832373,19975207429,1358576945107,611673079204,746903865903,30691485000,81.8944856397
000640,동아쏘시오홀딩스,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,67674092405,23954772443,19242886396,13976175195,836372864067,277684122909,558688741158,30691485000,49.7028313714
069260,티케이지휴켐스,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,600426024393,43596107954,42136535705,34222746290,710593241495,237719470996,472873770499,0,50.271232161
069260,티케이지휴켐스,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,582815680855,42005957126,45196972929,37551320723,667984009007,188961313058,479022695949,0,39.4472568118
069260,티케이지휴켐스,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,598231741629,76890817523,59148198147,39903580904,748874586773,255566309169,493308277604,0,51.8066127757
069260,티케이지휴켐스,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,582859339365,79489202113,64937183446,45877756206,700505925899,204119284980,496386640919,0,41.1210270692
069260,티케이지휴켐스,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,715764958205,152631860351,147185098330,110056577047,881579304986,282764325020,598814979966,40878588000,47.2206498635
069260,티케이지휴켐스,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,694440659135,152224157535,156541823906,119319350667,868634129924,276972069844,591662060080,40878588000,46.8125452909
069260,티케이지휴켐스,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,762875403818,139208782867,140725164620,105081366416,864734491355,198672092082,666062399273,40878588000,29.8278498079
069260,티케이지휴켐스,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,762875403818,140078051342,127995718651,93521535603,843448207830,196947230599,646500977231,40878588000,30.4635627068
069260,티케이지휴켐스,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,659772632121,106356571907,101221467912,70312286238,913867790900,242216557355,671651233545,40878588000,36.0628470935
069260,티케이지휴켐스,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,659772632121,106617714473,101402155327,70477103828,893230018742,241442073520,651787945222,40878588000,37.043040653
005680,삼영전자공업,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,221276798834,11675246453,16453783578,13828335981,486762191679,23488554718,463273636961,0,5.0701254818
005680,삼영전자공업,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,190078097082,7189569081,13164602509,11256297353,442329858502,24245998141,418083860361,0,5.799314549
005680,삼영전자공업,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,214931095558,9650048543,15930596887,13207680772,492573625878,23944052940,468629572938,10000000000,5.1093772828
005680,삼영전자공업,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,184019555978,7245798100,13074766952,11103132531,444645240732,20607255409,424037985323,10000000000,4.8597663705
005680,삼영전자공업,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,229376304638,8928340794,13786012420,10579642863,497600533268,26767562359,470832970909,10000000000,5.6851503639
005680,삼영전자공업,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,195065085122,7531409283,15107845300,12301134493,452283810869,19835503409,432448307460,10000000000,4.5867917776
005680,삼영전자공업,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,249682908214,13097452337,20052506820,15130040013,508021433074,27549993006,480471440068,10000000000,5.7339501807
005680,삼영전자공업,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,210167622498,8881653443,17353588320,13234488937,463337908668,22119575448,441218333220,10000000000,5.0132947302
005680,삼영전자공업,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,200957322185,4637105880,11371917406,8554284980,502682602784,18289510604,484393092180,10000000000,3.7757579328
005680,삼영전자공업,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,171534807632,899167646,10433430786,8595384906,458004143518,13309650593,444694492925,10000000000,2.9929875015
000050,경방,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,357628146446,38961511221,23310479464,16692163219,1318643312104,655690394504,662952917600,0,98.9045190234
000050,경방,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,307744479868,38629926181,28221123638,21604723241,1259512344387,587741479333,671770865054,0,87.4913619967
000050,경방,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,377445013363,43436568980,32415946529,29474988386,1301910959501,622067560424,679843399077,0,91.5015959953
000050,경방,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,313876821724,42576774106,33916322296,30977743178,1237024387807,546778843638,690245544169,0,79.2151210909
000050,경방,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,360788750428,42309231903,35580519958,25315360534,1274042237155,574908164087,699134073068,13707635000,82.231461208
000050,경방,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,288103984764,39411166732,35942471314,25679379356,1199063663444,488098740296,710964923148,13707635000,68.6529988195
000050,경방,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,351438925710,40979750900,27151834841,20189241082,1301792841122,593023494354,708769346768,13707635000,83.6694613076
000050,경방,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,279085217032,38971835517,36158802961,29198251556,1226545382079,497359673062,729185709017,13707635000,68.2075453361
000050,경방,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,343892084610,32020529934,53908706534,43621630599,1370742491338,629189292265,741553199073,13707635000,84.8474921356
000050,경방,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,253552382223,38966423699,32508826225,22223943298,1296265431096,555533557747,740731873349,13707635000,74.9979280945
005850,에스엘,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,1620581390629,111478488633,166459705087,120841276227,1631322201687,675924679591,955397522096,16932545000,70.7480042557
005850,에스엘,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,638836988023,32585236902,75691406384,64950210010,814202877879,182782259298,631420618581,16932545000,28.9477812284
005850,에스엘,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,1489427600601,63359409073,119887391672,100021665616,1600258897742,577073769789,1023185127953,16932545000,56.3997417499
005850,에스엘,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,720851054785,32846468707,142861580694,132076048728,906669109871,152300027576,754369082295,16932545000,20.1890601233
005850,에스엘,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,1598634354303,4577368039,30112959245,25164718201,1709312924255,686496987156,1022815937099,16932545000,67.1183310951
005850,에스엘,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,735139557681,5529595158,29026308417,27113938265,949475606347,190596801042,758878805305,16932545000,25.115578365
005850,에스엘,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,2262212220833,43601604146,81894961674,87092916251,2273626562455,894908500877,1378718061578,24101638500,64.9087384735
005850,에스엘,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,1407091293986,44312453933,93947822339,81821127779,1542762739615,415987385845,1126775353770,24101638500,36.9183958855
005850,에스엘,2020-12-31,2020,12,4,2020-12,2020-4,ifrs_ConsolidatedMember,연결요약재무제표,2505016886581,93164163734,88975953197,64203074571,2338956946126,913788518464,1425168427662,24101638500,64.1179316583
005850,에스엘,2020-12-31,2020,12,4,2020-12,2020-4,ifrs_SeparateMember,별도요약재무제표,1739395059952,103980182563,119807373195,91737035974,1618327382642,383091296401,1235236086241,24101638500,31.0136095171
375500,DL이앤씨,2021-12-31,2021,12,4,2021-12,2021-4,ifrs_ConsolidatedMember,연결요약재무제표,7631650898582,957257982914,909251180295,635835953637,8701690202744,4204543036708,4497147166036,0,93.4935611728
375500,DL이앤씨,2021-12-31,2021,12,4,2021-12,2021-4,ifrs_SeparateMember,별도요약재무제표,5249399460214,679718390040,681152183300,462354435952,6870763335846,3076970612995,3793792722851,107363115000,81.105396045
004020,현대제철,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,16132512865309,1464141742728,926727416651,739166631634,31936433537461,16416434935333,15519998602128,0,105.7760078218
004020,현대제철,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,14479377921251,1467766777967,992727077093,789390353202,30029727913412,14778002174790,15251725738622,0,96.8939674634
004020,현대제철,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,16691511903578,1445002081554,1130229912876,833978520563,32389271862348,16025632841195,16363639021153,0,97.9344070135
004020,현대제철,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,14376622666775,1277421257406,1065697013734,810388565882,30529462772680,14451354819782,16078107952898,0,89.882185529
004020,현대제철,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,19165963848372,1367550419719,1081284635744,727540143053,33373824864352,16338301856344,17035523008008,667228925000,95.9072512694
004020,현대제철,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,16889331092907,1233303943206,1034498007129,726163342504,31189897494620,14405850860115,16784046634505,667228925000,85.8306174537
004020,현대제철,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,20780381550301,1026089374644,569810300585,407959435202,33304917422605,16281783447413,17023133975192,667228925000,95.645040867
004020,현대제철,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,18610813227460,933453299579,526248849903,373477704257,31188536288738,14435329524165,16753206764573,667228925000,86.164575696
004020,현대제철,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,20512590431956,331297506282,51650679738,25613298147,34366332508379,17132592383734,17233740124645,667228925000,99.4130830558
004020,현대제철,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,18073859360410,278437250325,49590580181,32468233310,32025224294707,15086071070950,16939153223757,667228925000,89.0603613514
120110,코오롱인더,2009-12-31,2009,12,4,2009-12,2009-4,110,요약연결재무제표,0,0,0,0,2522473000000,1789946000000,732527000000,97465000000,244.35
120110,코오롱인더,2010-12-31,2010,12,4,2010-12,2010-4,110,요약연결재무제표,3228789000000,291449000000,198270000000,179435000000,3186149000000,1906824000000,1279325000000,131073000000,149.05
120110,코오롱인더,2011-12-31,2011,12,4,2011-12,2011-4,110,요약연결재무제표,4063829000000,301532000000,228557000000,185311000000,3578932000000,2101958000000,1476974000000,139016000000,142.32
120110,코오롱인더,2014-12-31,2014,12,4,2014-12,2014-4,110,요약연결재무제표,3905572000000,187868000000,84311000000,44942000000,3537038000000,1912214000000,1624824000000,139359000000,117.69
120110,코오롱인더,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,4856528773683,280451820279,-137652139812,-145126814484,4986071748094,3021689568706,1964382179388,0,153.8239147357
120110,코오롱인더,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,3381053199667,240247961619,-177993498926,-155333143279,3583909465442,2025911499423,1557997966019,0,130.033000274
120110,코오롱인더,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,4562228487047,276731645496,238876031993,175966156263,5249146052749,3123870119105,2125275933644,0,146.9865662925
120110,코오롱인더,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,3125539306617,224061548066,160982456002,118952003166,3745727582810,2078734178883,1666993403927,0,124.6996043287
120110,코오롱인더,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,4607039925823,197977056789,179252023625,122735809717,5661948639915,3339501157526,2322447482389,142097940000,143.7923218006
120110,코오롱인더,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,3210151211364,206112851373,112725074085,72754597643,4043326293630,2280502916425,1762823377205,142097940000,129.3665006894
128940,한미약품,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,1317534519130,211799975638,209584513372,162060447333,1722592752818,977784819047,744807933771,0,131.2801293746
128940,한미약품,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,1113238540769,180263742367,177098144641,133850926092,1484679810848,919387157574,565292653274,25577272500,162.6391484569
128940,한미약품,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,882724835492,26771865368,7997738660,30299647921,1596970589389,862453634938,734516954451,0,117.4177981477
128940,한미약품,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,687781953844,-4401564207,-24175684230,3939585797,1346175525863,810837220291,535338305572,26087777500,151.4625820442
128940,한미약품,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,916586234608,82163675888,58849503222,68973581262,1660934086136,868509824482,792424261654,27908630000,109.6016195503
128940,한미약품,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,702635601281,46954314757,24434271615,38656196679,1391144701263,817404473934,573740227329,27908630000,142.4694373862
128940,한미약품,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,1015962250114,83573576285,50354800701,34156165932,1691209668597,901953197486,789256471111,28464227500,114.2788473076
128940,한미약품,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,795016146041,43269012623,23410714520,12762305114,1393832331743,838993494227,554838837516,28464227500,151.2139088863
128940,한미약품,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,1113649783994,103877846130,83269648586,63867247550,1913706257532,1091444832633,822261424899,29030460000,132.7369616989
128940,한미약품,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,863646889328,52859762829,35759548308,24256748948,1544610335047,999163246987,545447088060,29030460000,183.1824330644
361610,SK아이이테크놀로지,2021-12-31,2021,12,4,2021-12,2021-4,ifrs_ConsolidatedMember,연결요약재무제표,603767421000,89175689000,111581662000,95350272000,3184524107000,968322606000,2216201501000,71297592000,43.6928955045
361610,SK아이이테크놀로지,2021-12-31,2021,12,4,2021-12,2021-4,ifrs_SeparateMember,별도요약재무제표,394854980000,43969451000,40347617000,45725365000,2605217451000,437161261000,2168056190000,71297592000,20.1637422045
003300,한일홀딩스,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,1377333889726,120631514229,114307996136,64884025338,2150692025832,681980506783,1468711519049,37726565000,46.433931915
003300,한일홀딩스,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,1043594757197,106698806046,67296588077,33549261198,1951656859080,587348880350,1364307978730,0,43.0510478211
003300,한일홀딩스,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,1441199875268,101592639580,130128863677,83766908637,2158467188807,630438892853,1528028295954,37726565000,41.2583258126
003300,한일홀딩스,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,1067791361096,81202484904,113028200425,72372401345,1936285305786,522276376402,1414008929384,0,36.9358612629
003300,한일홀딩스,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,1574266494841,132849468469,103894823155,65639949293,3336312354858,1696884211314,1639428143544,37726565000,103.50464081
003300,한일홀딩스,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,1066837564942,96869841743,66279162122,46814855947,2282027784284,830757422667,1451270361617,37726565000,57.2434637018
003300,한일홀딩스,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,1186663442416,41120356161,137782793749,520425828792,3254244173248,1529446791779,1724797381469,31349890000,88.6739977815
003300,한일홀딩스,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_SeparateMember,별도요약재무제표,28201282049,10158423,6503963377,391291304416,1134122842559,336278581458,797844261101,31349890000,42.1483988609
003300,한일홀딩스,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_ConsolidatedMember,연결요약재무제표,1651806631552,83622939392,84544522884,49230379214,3300043274787,1557596072126,1742447202661,31342450000,89.3912923013
003300,한일홀딩스,2019-12-31,2019,12,4,2019-12,2019-4,ifrs_SeparateMember,별도요약재무제표,0,8281978580,-54616803382,-61475744714,1286350239070,560336617466,726013621604,31342450000,77.179904177
004490,세방전지,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_ConsolidatedMember,연결요약재무제표,956255738545,95325606208,103468485466,78620268247,1001384893204,233315365307,768069527897,0,30.3768548071
004490,세방전지,2015-12-31,2015,12,4,2015-12,2015-4,ifrs_SeparateMember,별도요약재무제표,956255738545,96389859663,104106100822,79241404740,993659177883,226517251763,767141926120,0,29.5274243332
004490,세방전지,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_ConsolidatedMember,연결요약재무제표,959775756592,74349973152,82463179460,62775950236,1086480434230,259970683357,826509750873,0,31.4540370616
004490,세방전지,2016-12-31,2016,12,4,2016-12,2016-4,ifrs_SeparateMember,별도요약재무제표,958982088874,76034219291,83478488339,63787092732,1073297241570,244725394309,828571847261,0,29.5358085262
004490,세방전지,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_ConsolidatedMember,연결요약재무제표,1111084178380,69834676339,88798522797,66651735872,1145352882227,255189591693,890163290534,7000000000,28.6677280906
004490,세방전지,2017-12-31,2017,12,4,2017-12,2017-4,ifrs_SeparateMember,별도요약재무제표,1108228132369,69021895876,88846070943,66425641386,1133087030136,241083333321,892003696815,7000000000,27.0271675086
004490,세방전지,2018-12-31,2018,12,4,2018-12,2018-4,ifrs_ConsolidatedMember,연결요약재무제표,1180886079209,111281588272,127286090365,96565807727,1267930428541,285497290699,982433137842,7000000000,29.0602260553
